Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_Food
Nhà Hàng Hải Sản Cát Lục Thuỷ,-1,-1,"Số 37 Ngõ 603 Lạc Long Quân, Hà Nội 111111 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-o/1c/5d/48/09/the-idea-of-restaurant.jpg,"Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21358267-Reviews-Nha_Hang_H_i_S_n_Cat_L_c_Thu-Hanoi.html
Bánh Mì X - Xíu Mại,-1,-1,"55 Nguyễn Khuyến Đống Đa, Hà Nội 115715 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/15/78/6a/6d/banh-mi-x-xiu-mai.jpg,"Bữa sáng, Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15357193-Reviews-Banh_Mi_X_Xiu_Mai_Nguyen_Khuyen-Hanoi.html
So Cuốn - Món Cuốn Sáng Tạo,-1,-1,"76 Lò Đúc 13 Hang Chuoi Street, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1c/38/b9/60/cloudy-set-with-autumn.jpg,"Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21356064-Reviews-So_Cu_n_Mon_Cu_n_Sang_T_o-Hanoi.html
Pappami 218 Doi Can,-1,-1,"218 Đội Cấn, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/14/7e/c3/bf/getlstd-property-photo.jpg,166.667 ₫ - 285.714 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15097234-Reviews-Pappami_218_Doi_Can-Hanoi.html
Bell Foods - Món Ăn Nhật Bản,-1,-1,"104 C3, 13 Quỳnh Lôi Quận Hai Bà Trưng, Hà Nội Việt Nam",-1,"Bữa sáng, Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12394063-Reviews-Bell_Foods_Japanese_Cuisine_in_Hanoi-Hanoi.html
Kasa Sushi - Japanese Fusion Restaurant,-1,-1,"49 Triệu Việt Vương, Ba Dinh, Hà Nội Việt Nam",-1,Phong cách ẩm thực Fusion Nhật Bản,,https://www.tripadvisor.com.vn/Restaurant_Review-g23068219-d24109144-Reviews-Kasa_Sushi_Japanese_Fusion_Restaurant-Ba_Dinh_Hanoi.html
Market Café,-1,-1,"36 Le Duc Tho Street, My Dinh 2 Ward Nam Tu Liem District, Hà Nội 10000 Việt Nam",-1,"Bữa sáng, Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23975827-Reviews-Market_Cafe-Hanoi.html
3 Duy - Mỳ Chua Cay,-1,-1,"38 Hồng Phúc Hoàn Kiếm, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/17/76/df/d0/i-love-it-x.jpg,"Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17301506-Reviews-3_Duy_My_Chua_Cay-Hanoi.html
Nhà hàng Quán Cá Lã Vọng,-1,-1,"2A Hoàng Cầu, Hà Nội 100000 Việt Nam",-1,119.048 ₫ - 357.143 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12530632-Reviews-Quan_ca_La_Vong-Hanoi.html
Pizza 4p's Aeon Mall Long Biên,-1,-1,"27 Cổ Linh, Long Biên, Hà Nội 100000 Việt Nam",-1,"Kiểu Ý, Kiểu Nhật, Pizza, Kiểu Âu, Phong cách ẩm thực Fusion Nhật Bản",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24528645-Reviews-Pizza_4p_s_Aeon_Mall_Long_Bien-Hanoi.html
Vi Quang,-1,-1,"109 Nguyen Chi Thanh Đong Đa, Hà Nội Việt Nam",-1,50.000 ₫ - 200.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10838901-Reviews-Vi_Quang-Hanoi.html
Mr.Teppan - Món nướng kiểu Nhật,-1,-1,"Số 10, Chùa Láng, Đống Đa, Hà Nội 10000 Việt Nam",-1,5.000 ₫ - 229.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10331406-Reviews-Mr_Teppan_Japanese_Grill-Hanoi.html
Garden House,-1,-1,"45B St, Hà Nội 100000 Việt Nam",-1,-1,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25455671-Reviews-Garden_House-Hanoi.html
K-Pub Royal City,-1,-1,"72A Nguyễn Trãi B2-R2 18-19 Royal City, Thanh Xuân, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/16/0d/99/be/getlstd-property-photo.jpg,50.000 ₫ - 400.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15757595-Reviews-K_Pub_Royal_City-Hanoi.html
Cowboy Jack's,-1,-1,"395 Lạc Long Quân, Q. Cầu Giấy, Hà Nội 10000 Việt Nam",-1,100 ₫ - 200 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8627479-Reviews-Cowboy_Jack_s-Hanoi.html
T-Pizza,-1,-1,"112 Ngõ 66 Ngọc Lâm Long Biên, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/19/a6/91/a7/t-pizza-at-long-bien.jpg,"Kiểu Ý, Pizza, Đồ ăn nhanh, Kiểu Âu",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19175111-Reviews-T_Pizza-Hanoi.html
DOT,-1,-1,"66 Tran Vu, Hà Nội Việt Nam",-1,15.000 ₫ - 100.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d11550751-Reviews-DOT-Hanoi.html
Unatotokimma,-1,-1,"531 Kim Mã, Hà Nội 11112 Việt Nam",-1,"Quán phục vụ đồ ngọt Nhật Bản, Phong cách ẩm thực Fusion Nhật Bản",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24174469-Reviews-Unatotokimma-Hanoi.html
Rồng Vàng Kỳ Anh,-1,-1,"Đội Cấn, Hà Nội Việt Nam",-1,"Bữa sáng, Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d11950947-Reviews-Ky_Anh_Dragon-Hanoi.html
French Grill,-1,-1,"No 8, Do Duc Duc Rd, Tu Liem, Hà Nội 100000 Việt Nam",-1,-1,,https://www.tripadvisor.com.vn/Restaurant_Review-g21199741-d23688505-Reviews-French_Grill-Tu_Liem_Hanoi.html
Argento Cafe,-1,-1,"38 Hàm Long, Hà Nội 10000 Việt Nam",-1,-1,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d7377013-Reviews-Argento_Cafe-Hanoi.html
iCafe,-1,-1,"96 Quán Thánh 96 Quán Thánh, Hà Nội 10000 Việt Nam",-1,Cà phê,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8845626-Reviews-ICafe-Hanoi.html
Ngọc Cua,-1,-1,"79 Trần Hưng Đạo, Hà Nội 100000 Việt Nam",-1,"Hải sản, Cửa hàng thức ăn ngon, Kiểu Việt, Tốt cho sức khỏe",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d16882651-Reviews-Ngoc_Cua-Hanoi.html
Gråtoner Coffee & Pub,-1,-1,"63/38 Phương Mai, Đống Đa, Hà Nội 10000 Việt Nam",-1,Cà phê,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10340737-Reviews-Gratoner_Coffee_pub-Hanoi.html
VuVuZeLa Thái Hà,-1,-1,"1 Thái Hà Tầng 2, Đống Đa, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/15/01/54/75/getlstd-property-photo.jpg,50.000 ₫ - 500.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15233310-Reviews-VuVuZeLa_Thai_Ha-Hanoi.html
Bangers,-1,-1,"Hẻm 41, Đường Tây Hồ, Hà Nội 100000 Việt Nam",-1,Đồ ăn nhanh,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15522198-Reviews-Bangers-Hanoi.html
Cowboy Jack's Saloon Nguyễn Chí Thanh,-1,-1,"Tầng 5 Vincom Nguyễn Chí Thanh, Hà Nội 100000 Việt Nam",-1,"Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23306491-Reviews-Cowboy_Jack_s_Saloon_Nguy_n_Chi_Thanh-Hanoi.html
iSushi Nguyễn Chí Thanh,-1,-1,"16-18 Nguyễn Chí Thanh, Ngọc Khánh, Ba Đình, Hà Nội Việt Nam",-1,399.000 ₫ - 469.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21110741-Reviews-ISushi_Nguy_n_Chi_Thanh-Hanoi.html
De Galo Restaurant,-1,-1,"118 vũ phạm hàm, yên hòa, cầu giấy, Hà Nội Việt Nam",-1,"Hải sản, Kiểu Âu, Kiểu Việt, Quầy rượu vang, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25555857-Reviews-De_Galo_Restaurant-Hanoi.html
Nhẹ càfe,-1,-1,"42 Xóm Thượng Đình Bảng Từ Sơn, Bắc Ninh 790000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1c/9f/ae/7e/tra-th-ch-dao.jpg,15.000 ₫ - 35.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g2082662-d23142877-Reviews-Nh_cafe-Bac_Ninh_Bac_Ninh_Province.html
LƯƠN O QUẾ - Đặc Sản Nghệ An,-1,-1,"Số 4A Ngõ 102 Ngụy Như Kon Tum Thanh Xuân, Hà Nội 10000 Việt Nam",-1,Cửa hàng thức ăn ngon,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20860853-Reviews-LUON_O_QUE_Dac_San_Nghe_An-Hanoi.html
Hanoi Friends Restaurant,-1,-1,"229 Trích Sài Bưởi, Tây Hồ, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/15/97/e9/0d/polish-hospitality-with.jpg,25.000 ₫ - 470.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15244301-Reviews-Hanoi_Friends_Restaurant-Hanoi.html
Cơm Tấm Tường Hân,-1,-1,"126 Triệu Việt Vương Hai Bà Trưng, Hà Nội 100000 Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15581714-Reviews-Com_Tam_Tuong_Han-Hanoi.html
Acaphe,-1,-1,"2 Hàng Mắm, Q. Hoàn Kiếm, Hà Nội 10000 Việt Nam",-1,20.000 ₫ - 55.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8571628-Reviews-Acaphe-Hanoi.html
Thanh Mai Restaurant,-1,-1,"20 Nguyen Huy Tu, Hà Nội 10000 Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10228622-Reviews-Thanh_Mai_Restaurant-Hanoi.html
Logline,-1,-1,"15 Đốc Ngữ, Hà Nội Việt Nam",-1,"Kiểu Mỹ, Kiểu Mỹ bản xứ",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25090606-Reviews-Logline-Hanoi.html
Yatts Coffee & Restaurant,-1,-1,"Ngô Văn Sở 19, Hà Nội 100000 Việt Nam",-1,Kiểu Thái,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26361604-Reviews-Yatts_Coffee_Restaurant-Hanoi.html
Nhà Hàng Sentosa,-1,-1,"12 Huỳnh Thúc Kháng, Hà Nội 100000 Việt Nam",-1,100.000 ₫ - 450.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d22862507-Reviews-Nha_Hang_Sentosa-Hanoi.html
Bánh Cuốn Cao Bằng - Phở Vịt Quay Pì Noọng,-1,-1,"28 P. Khúc Thừa Dụ Dịch Vọng, Cau Giay, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/28/61/cb/b6/banh-cu-n-cao-b-ng-ph.jpg,"Kiểu Á, Cửa hàng thức ăn ngon, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g21375824-d25353355-Reviews-Banh_Cu_n_Cao_B_ng_Ph_V_t_Quay_Pi_No_ng-Cau_Giay_Hanoi.html
Cowboy Jack's Saloon Mipec Tây Sơn,-1,-1,"229 Tây Sơn,, Hà Nội 100000 Việt Nam",-1,"Kiểu Mỹ, Kiểu Âu",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23309053-Reviews-Cowboy_Jack_s_Saloon_Mipec_Tay_Son-Hanoi.html
Vpub,-1,-1,"1 Phạm Huy Thông, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/daodao/photo-p/15/b3/52/44/caption.jpg,59.000 ₫ - 499.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12971350-Reviews-Vpub-Hanoi.html
Okita Dai Tiec Buffet Nhat Ban,-1,-1,"Udic Complex - N04 Hoang Dao Thuy Ward, Hà Nội 100000 Việt Nam",-1,"Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Đỗ xe có người coi, Wifi miễn phí",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26533517-Reviews-Okita_Dai_Tiec_Buffet_Nhat_Ban-Hanoi.html
Sanuk Thai Restaurant,-1,-1,"292B Lạc Long Quân, Hà Nội 100000 Việt Nam",-1,Kiểu Thái,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25445390-Reviews-Sanuk_Thai_Restaurant-Hanoi.html
Quán Yum Thái,-1,-1,"94 Nguyễn Chí Thanh, Đống Đa, Hà Nội Việt Nam",-1,47.619 ₫ - 214.286 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10716567-Reviews-Yum_Thai-Hanoi.html
Quán Bắc,-1,-1,"Tầng 4 Lô 408 Trung Tâm Thương Mại VinCom Center Long Biên, Hà Nội 10000 Việt Nam",-1,90.000 ₫ - 350.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8564099-Reviews-Quan_Bac_Restaurant-Hanoi.html
Cơm Quê & Lẩu,-1,-1,"52A Nguyen Du, Hà Nội Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12614317-Reviews-Com_Que_Lau-Hanoi.html
Little Dream Restaurant,-1,-1,"4 Nguyễn Gia Thiều Hoàn Kiếm, Hà Nội 100000 Việt Nam",-1,58.000 ₫ - 3.168.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15603224-Reviews-Little_Dream_Restaurant-Hanoi.html
Cooby's Cookery,-1,-1,"289d Kim Mã, Hà Nội 10000 Việt Nam",-1,"Kiểu Việt, Kiểu Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8042995-Reviews-Cooby_s_Cookery-Hanoi.html
Sushi Việt,-1,-1,"Số 211 Tô Hiệu, Cầu Giấy, Hà Nội 100000 Việt Nam",-1,"Kiểu Nhật, Kiểu Việt",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21137803-Reviews-Sushi_Vi_t-Hanoi.html
Thai Chendol,-1,-1,"31 Đoàn Thị Điểm Quận Đống Đa, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0d/eb/c0/a1/thai-hotpot.jpg,47.619 ₫ - 238.095 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d11887037-Reviews-Thai_Chendol-Hanoi.html
Otafuku,-1,-1,"116A Linh Lang Ba Đình, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/20/21/d0/a1/otafuku-okanomi-yaki.jpg,Kiểu Nhật,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15020009-Reviews-Otafuku-Hanoi.html
Viet Cuisine - Cơm Niêu Việt,-1,-1,"Số 26 Phố Lãn Ông Tầng 1, Hà Nội 10000 Việt Nam",-1,"Cà phê, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26161029-Reviews-Viet_Cuisine_Com_Nieu_Vi_t-Hanoi.html
Jeonbok,-1,-1,"32 Hàm Long, Hoàn Kiếm, Hà Nội, Hà Nội Việt Nam",-1,"Kiểu Á, Kiểu Hàn Quốc",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25213423-Reviews-Jeonbok-Hanoi.html
Banh Khuc Quan,-1,-1,"32 Cau Go,hoan Kiem, Hà Nội Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23260307-Reviews-Banh_Khuc_Quan-Hanoi.html
Trattoria Pomodoro,-1,-1,"19/15/2, P. Liễu Giai, Hà Nội Việt Nam",-1,"Chỗ ngồi, Phục vụ đồ uống có cồn, Chấp nhận thẻ tín dụng",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25572557-Reviews-Trattoria_Pomodoro-Hanoi.html
Nhà hàng Nhớ,-1,-1,"1A Đặng Thái Thân, Hoàn Kiếm, Hà Nội 10000 Việt Nam",-1,45 ₫ - 250 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8870498-Reviews-Nho_Restaurant-Hanoi.html
Vua Chả Cá - Ẩm Thực Hà Thành,-1,-1,"Số 48 Nguyễn Thị Định, Hà Nội Việt Nam",-1,65.000 ₫ - 200.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21009171-Reviews-Vua_Ch_Ca_m_Th_c_Ha_Thanh-Hanoi.html
Tantan Noodles Kitchen - The Manor,-1,-1,"C002 The Manor, Tu Liem, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/28/6a/41/0a/the-world-s-first-korean.jpg,Kiểu Á,,https://www.tripadvisor.com.vn/Restaurant_Review-g21199741-d25353366-Reviews-Tantan_Noodles_Kitchen_The_Manor-Tu_Liem_Hanoi.html
Quán Ngói Đường Tàu,-1,-1,"8D Điện Biên Phủ, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/17/09/79/48/getlstd-property-photo.jpg,"Bữa trưa, Bữa tối, Đêm muộn",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17199277-Reviews-Quan_Ngoi_Duong_Tau-Hanoi.html
Lươn O Quế,-1,-1,"4A ngõ 102 Nguỵ Như Kon Tum, Thanh Xuân, Hà Nội 10000 Việt Nam",-1,30.000 ₫ - 200.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20865313-Reviews-Luon_O_Qu-Hanoi.html
WOOMIKWAN - Authentic Korean Cuisine,-1,-1,"Lô 116, TT3 Khu đô thị Mỹ Đình - Sông Đà Đường Trần Văn Lai, Mỹ Đình, Từ Liêm, Hà Nội, Việt Nam, Hà Nội 10000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/2a/0f/d8/77/1.jpg,"Kiểu Á, Kiểu Hàn Quốc",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26500982-Reviews-WOOMIKWAN_Authentic_Korean_Cuisine-Hanoi.html
Lòng Cười,-1,-1,"Ngõ 116 Nhân Hòa Thanh Xuân, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/15/ca/fe/13/d-i-mo.jpg,"Bữa sáng, Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15132850-Reviews-Long_Cuoi-Hanoi.html
Quán cà phê EZ coffee,-1,-1,"Ngõ 73 Nguyên Hồng Đống Đa, Hà Nội 100000 Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10746755-Reviews-EZ_coffee-Hanoi.html
Thái Deli,-1,-1,"119 Nam Đồng, Hà Nội 10000 Việt Nam",-1,Kiểu Thái,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d8591792-Reviews-Thai_Deli-Hanoi.html
Umami Ramen And Gyoza Bar,-1,-1,"Van Bao St., Ba Dinh Dist. No 9, Lane 65, Hà Nội Việt Nam",-1,"Kiểu Nhật, Nhà hàng bia, Phong cách ẩm thực Fusion Nhật Bản",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24177762-Reviews-Umami_Ramen_And_Gyoza_Bar-Hanoi.html
Nhà hàng Thế Giới Nghiêng 23 Độ 5,-1,-1,"235 Mễ Trì, Nam Từ Liêm, Hà Nội 100000 Việt Nam",-1,50.000 ₫ - 1.000.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10719372-Reviews-The_Gioi_Nghieng_235_Restaurant-Hanoi.html
Ashima Huỳnh Thúc Kháng,-1,-1,"17 Huỳnh Thúc Kháng Đống Đa, Hà Nội 100000 Việt Nam",-1,400.000 ₫ - 800.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19110496-Reviews-Ashima_Huynh_Thuc_Khang-Hanoi.html
Arirang Korean Restaurant,-1,-1,"117 Đ Trần Duy Hưng Hanoi Grand Plaza Hotel, Hà Nội 10000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/28/e3/6d/16/avt.jpg,"Đặt chỗ, Bữa ăn tự chọn, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe có vé, Có ghế ăn cho bé, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Phong cách gia đình, Có thẻ quà tặng",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25383188-Reviews-Arirang_Korean_Restaurant-Hanoi.html
Pinco,-1,-1,"79D Lý Nam Đế, Hoàn Kiếm, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/27/2c/00/6a/79d-ly-nam-de-st-hanoi.jpg,"Giao hàng, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Quầy bar đầy đủ, Wifi miễn phí, Chấp nhận thẻ tín dụng, Nhà hàng không hút thuốc",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25111360-Reviews-Pinco-Hanoi.html
Bánh mì Misa 07,-1,-1,"7 Bát Đàn, P. Hàng Bồ, Q. Hoàn Kiếm, Hà Nội 10000 Việt Nam",-1,15.000 ₫ - 25.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d9997004-Reviews-Misa_Bread_07-Hanoi.html
Kanko Izakaya,-1,-1,"2nd Floor, Hong Ha Center, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/29/67/f6/23/spicy-salmon-rolls.jpg,"Bữa trưa, Bữa tối",#2.516 trên 2.567 nhà hàng ở Hà Nội,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23384391-Reviews-Kanko_Izakaya-Hanoi.html
Lẩu Bò Minh Minh,-1,-1,"50 Nguyễn Chí Thanh, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/12/f3/99/d5/getlstd-property-photo.jpg,30.000 ₫ - 200.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14090675-Reviews-Lau_Bo_Minh_Minh-Hanoi.html
Xôi Phố,-1,-1,"107 Tôn Đức Thắng Quận Đống Đa, Hà Nội 115018 Việt Nam",-1,20.000 ₫ - 50.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20386338-Reviews-Xoi_Pho-Hanoi.html
Wine & Cigar Lounge Hanoi,-1,-1,"36a P. Bà Triệu, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/26/80/fe/f9/wine-cigar-lounge-36a.jpg,"Kiểu Pháp, Kiểu Âu, Kiểu Anh, Kiểu Việt, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25066797-Reviews-Wine_Cigar_Lounge_Hanoi-Hanoi.html
Marukame Udon - Vincom Metropolis,-1,-1,"Lầu 2, 29 Liễu Giai Vincom Metropolis, Quầy 13.14.15, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/f4/db/5a/getlstd-property-photo.jpg,40.000 ₫ - 160.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20172230-Reviews-Marukame_Udon_Vincom_Metropolis-Hanoi.html
Măng Măng Bread,-1,-1,"122 Bùi Thị Xuân, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/16/0a/49/e6/getlstd-property-photo.jpg,20.000 ₫ - 50.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15749908-Reviews-Mang_Mang_Bread-Hanoi.html
Sen Plus Restaurant,-1,-1,"Ngô Xuân Quảng Cuối ngõ 64, Hà Nội 100000 Việt Nam",-1,50.000 ₫ - 300.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20896788-Reviews-Sen_Plus_Restaurant-Hanoi.html
Chick Stick,-1,-1,"53 Tràng Thi, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/5b/11/ab/japanese-style-fried.jpg,23.000 ₫ - 100.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19730017-Reviews-Chick_Stick-Hanoi.html
Amstel Coffee,-1,-1,"25 le Dai Hanh, Hà Nội 10000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/06/e3/87/1a/getlstd-property-photo_rotated_90.jpg,Cà phê,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d7221893-Reviews-Amstel_Coffee-Hanoi.html
Hanoi Pearl Lounge,-1,-1,"6 BaoKhanh Lane, Hoan Kiem District 10th Floor, Hà Nội Việt Nam",-1,"Ngồi ngoài trời, Chỗ ngồi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Wifi miễn phí, Chấp nhận thẻ tín dụng, Nhà hàng không hút thuốc",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26313749-Reviews-Hanoi_Pearl_Lounge-Hanoi.html
Soul Bar Hanoi,-1,-1,"21/12 Đặng Thai Mai Quảng An, Tây Hồ, Hà Nội 100000 Việt Nam",-1,30 ₫ - 500 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15122748-Reviews-Soul_Bar_Hanoi-Hanoi.html
Bún Chả,-1,-1,"06 Ngõ Trạm Hoàn Kiếm, Hà Nội 100000 Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17324827-Reviews-Bun_Cha-Hanoi.html
Hồng Liên Quan,-1,-1,"10 Hàng Mành, Hàng Gai, Hoàn Kiếm, Hà Nội Việt Nam",-1,714.285.696 ₫ - 2.147.483.647 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10728973-Reviews-Hong_Lien_quan-Hanoi.html
Floralia Tearoom And Wine Bistro,-1,-1,"114 Tuệ Tĩnh, Nguyễn Du, Hai Bà Trưng, Hà Nội 100000 Việt Nam",-1,"Kiểu Pháp, Kiểu Anh",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24976689-Reviews-Floralia_Tearoom_And_Wine_Bistro-Hanoi.html
Phở Thìn Bờ Hồ,-1,-1,"226 Nghi Tàm Yên Phụ, Tây Hồ, Hà Nội 100000 Việt Nam",-1,35 ₫ - 45 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17337472-Reviews-Pho_Thin_Bo_Ho-Hanoi.html
